,ts,md_threshold,backbone,finetune_layers,f1,acc,prec,rec,empty_tnr,empty_tpr,empty_fnr,empty_fpr
0,202303100853,0.1,xception,0,0.722772939461626,0.84901185770751,0.816340392278447,0.678923257534364,0.754448398576512,0.974593495934959,0.025406504065041,0.245551601423487
1,202303100853,0.3,xception,0,0.734823541814166,0.850592885375494,0.838657440243451,0.682343882000865,0.797153024911032,0.960365853658537,0.039634146341463,0.202846975088968
2,202303100853,0.5,xception,0,0.743460320681294,0.871146245059289,0.846944647466575,0.692349323503916,0.900355871886121,0.954268292682927,0.045731707317073,0.099644128113879
3,202303100853,0.7,xception,0,0.763002911431827,0.881422924901186,0.872581428834467,0.71041541533914,0.911032028469751,0.95020325203252,0.04979674796748,0.088967971530249
4,202303100853,0.9,xception,0,0.741195974529099,0.868774703557312,0.835993012878297,0.697534360805744,0.932384341637011,0.929878048780488,0.070121951219512,0.067615658362989
5,202303100853,0.1,densenet121,0,0.700209685357549,0.824505928853755,0.805623440065973,0.651551208381131,0.697508896797153,0.977642276422764,0.022357723577236,0.302491103202847
6,202303100853,0.3,densenet121,0,0.70087043066061,0.843478260869565,0.802843478547075,0.652739672229747,0.839857651245552,0.957317073170731,0.042682926829268,0.160142348754448
7,202303100853,0.5,densenet121,0,0.7158111565489,0.857707509881423,0.8164066290852,0.668710285296396,0.896797153024911,0.954268292682927,0.045731707317073,0.103202846975089
8,202303100853,0.7,densenet121,0,0.728461336586488,0.860869565217391,0.830488873930961,0.679691698157023,0.896797153024911,0.947154471544715,0.052845528455285,0.103202846975089
9,202303100853,0.9,densenet121,0,0.717303966554832,0.859288537549407,0.820225840575889,0.672890337551767,0.94306049822064,0.931910569105691,0.068089430894309,0.056939501779359
10,202303100853,0.1,inception_resnet_v2,0,0.733823977131707,0.842687747035573,0.826394670236643,0.690667670892888,0.750889679715302,0.976626016260163,0.023373983739837,0.249110320284697
11,202303100853,0.3,inception_resnet_v2,0,0.739390503172324,0.86798418972332,0.832148917557047,0.695388986029979,0.882562277580071,0.954268292682927,0.045731707317073,0.117437722419929
12,202303100853,0.5,inception_resnet_v2,0,0.723595617337729,0.861660079051383,0.836837688980559,0.669617521730504,0.900355871886121,0.951219512195122,0.048780487804878,0.099644128113879
13,202303100853,0.7,inception_resnet_v2,0,0.721095497021525,0.860869565217391,0.823907824006605,0.671461828826712,0.925266903914591,0.94410569105691,0.055894308943089,0.074733096085409
14,202303110815,0.9,inception_resnet_v2,0,0.731915084558001,0.864822134387352,0.846897170293737,0.674232458724454,0.935943060498221,0.929878048780488,0.070121951219512,0.064056939501779
15,202303120812,0.1,xception,33,0.636635792109326,0.822924901185771,0.683410909989726,0.61299862542901,0.672597864768683,0.971544715447154,0.028455284552846,0.327402135231317
16,202303120812,0.3,xception,33,0.734880655471801,0.850592885375494,0.833836126203691,0.687849156493788,0.814946619217082,0.959349593495935,0.040650406504065,0.185053380782918
17,202303120812,0.5,xception,33,0.734887928301715,0.860079051383399,0.841710639801512,0.681646377646952,0.889679715302491,0.953252032520325,0.046747967479675,0.110320284697509
18,202303120812,0.7,xception,33,0.735497112222832,0.86403162055336,0.831548579861258,0.689505187836224,0.886120996441281,0.94410569105691,0.055894308943089,0.113879003558719
19,202303120812,0.9,xception,33,0.718797450045762,0.851383399209486,0.817663839238161,0.670518985563207,0.896797153024911,0.932926829268293,0.067073170731707,0.103202846975089
20,202303120812,0.1,densenet121,107,0.657541198560133,0.800790513833992,0.759866711098125,0.615329172260142,0.661921708185053,0.981707317073171,0.018292682926829,0.338078291814947
21,202303120812,0.3,densenet121,107,0.707509259481029,0.837154150197629,0.798974931702526,0.663104248105786,0.804270462633452,0.957317073170731,0.042682926829268,0.195729537366548
22,202303130844,0.5,densenet121,107,0.723671029173774,0.851383399209486,0.823009741185228,0.67595592687839,0.836298932384342,0.952235772357724,0.047764227642276,0.163701067615658
23,202303130844,0.7,densenet121,107,0.702316518560828,0.846640316205534,0.799298535922697,0.655806334090885,0.921708185053381,0.942073170731707,0.057926829268293,0.078291814946619
24,202303130844,0.9,densenet121,107,0.705213756569466,0.84901185770751,0.816058797816969,0.651100873106704,0.928825622775801,0.929878048780488,0.070121951219512,0.071174377224199
25,202303131227,0.1,inception_resnet_v2,195,0.729712334671203,0.848221343873518,0.838722198822137,0.676146202482175,0.800711743772242,0.966463414634146,0.033536585365854,0.199288256227758
26,202303131227,0.3,inception_resnet_v2,195,0.722194431013354,0.853754940711462,0.832170997127449,0.668545580805813,0.843416370106761,0.957317073170731,0.042682926829268,0.156583629893238
27,202303131227,0.5,inception_resnet_v2,195,0.747764497413639,0.86798418972332,0.845318298932819,0.702488572474199,0.864768683274021,0.954268292682927,0.045731707317073,0.135231316725979
28,202303131227,0.7,inception_resnet_v2,195,0.745434123385886,0.873517786561265,0.850904599786501,0.693588930407315,0.925266903914591,0.943089430894309,0.056910569105691,0.074733096085409
29,202303131227,0.9,inception_resnet_v2,195,0.704545601555137,0.856916996047431,0.817099810062909,0.655479783370765,0.935943060498221,0.933943089430894,0.066056910569106,0.064056939501779
30,202303151732,0.1,xception,0,0.9023896446171896,0.9060186675249436,0.9015764484859364,0.9060186675249436,0.8916666666666667,0.9615194869264924,0.0384805130735076,0.1083333333333333
31,202303151732,0.3,xception,0,0.9045687738692492,0.909237206308336,0.9042806341074756,0.909237206308336,0.8787037037037037,0.9753330044400592,0.0246669955599408,0.1212962962962962
32,202303151732,0.5,xception,0,0.907790249343686,0.9150305761184422,0.9072272485693396,0.9150305761184422,0.8675925925925926,0.9886531820424272,0.0113468179575727,0.1324074074074074
33,202303151732,0.7,xception,0,0.90821504995062,0.9150305761184422,0.9073295816314376,0.9150305761184422,0.862037037037037,0.989146521953626,0.0108534780463739,0.1379629629629629
34,202303151732,0.9,xception,0,0.9078860757536756,0.9163179916317992,0.9093639101708634,0.9163179916317992,0.8481481481481481,0.9935865811544152,0.0064134188455846,0.1518518518518518
35,202303151732,0.1,densenet121,0,0.8889244447851541,0.895397489539749,0.8868128884684364,0.895397489539749,0.8842592592592593,0.960039467192896,0.039960532807104,0.1157407407407407
36,202303151732,0.3,densenet121,0,0.9011455146243164,0.9082716446733184,0.8998697809310973,0.9082716446733184,0.8722222222222222,0.9773063640848544,0.0226936359151455,0.1277777777777777
37,202303151732,0.5,densenet121,0,0.9008110514116204,0.909237206308336,0.898570030089294,0.909237206308336,0.8657407407407407,0.9861864824864331,0.0138135175135668,0.1342592592592592
38,202303151732,0.7,densenet121,0,0.9037942311470618,0.9105246218216928,0.9032418246456114,0.9105246218216928,0.8592592592592593,0.9851998026640356,0.0148001973359644,0.1407407407407407
39,202303151732,0.9,densenet121,0,0.9034576692269772,0.9121338912133892,0.9041061542042486,0.9121338912133892,0.8462962962962963,0.9896398618648248,0.0103601381351751,0.1537037037037037
40,202303151732,0.1,inception_resnet_v2,0,0.8956796406548,0.9005471515931767,0.8955164677535301,0.9005471515931767,0.8851851851851852,0.9595461272816972,0.0404538727183029,0.1148148148148148
41,202303151732,0.3,inception_resnet_v2,0,0.9085355181394796,0.913421306726746,0.9079362384819988,0.913421306726746,0.8731481481481481,0.978786383818451,0.021213616181549,0.1268518518518518
